"GEO_ID","NAME","S1903_C01_001E","S1903_C01_001M","S1903_C02_001E","S1903_C02_001M","S1903_C01_002E","S1903_C01_002M","S1903_C02_002E","S1903_C02_002M","S1903_C01_003E","S1903_C01_003M","S1903_C02_003E","S1903_C02_003M","S1903_C01_004E","S1903_C01_004M","S1903_C02_004E","S1903_C02_004M","S1903_C01_005E","S1903_C01_005M","S1903_C02_005E","S1903_C02_005M","S1903_C01_006E","S1903_C01_006M","S1903_C02_006E","S1903_C02_006M","S1903_C01_007E","S1903_C01_007M","S1903_C02_007E","S1903_C02_007M","S1903_C01_008E","S1903_C01_008M","S1903_C02_008E","S1903_C02_008M","S1903_C01_009E","S1903_C01_009M","S1903_C02_009E","S1903_C02_009M","S1903_C01_010E","S1903_C01_010M","S1903_C02_010E","S1903_C02_010M","S1903_C01_011E","S1903_C01_011M","S1903_C02_011E","S1903_C02_011M","S1903_C01_012E","S1903_C01_012M","S1903_C02_012E","S1903_C02_012M","S1903_C01_013E","S1903_C01_013M","S1903_C02_013E","S1903_C02_013M","S1903_C01_014E","S1903_C01_014M","S1903_C02_014E","S1903_C02_014M","S1903_C01_015E","S1903_C01_015M","S1903_C02_015E","S1903_C02_015M","S1903_C01_016E","S1903_C01_016M","S1903_C02_016E","S1903_C02_016M","S1903_C01_017E","S1903_C01_017M","S1903_C02_017E","S1903_C02_017M","S1903_C01_018E","S1903_C01_018M","S1903_C02_018E","S1903_C02_018M","S1903_C01_019E","S1903_C01_019M","S1903_C02_019E","S1903_C02_019M","S1903_C01_020E","S1903_C01_020M","S1903_C02_020E","S1903_C02_020M","S1903_C01_021E","S1903_C01_021M","S1903_C02_021E","S1903_C02_021M","S1903_C01_022E","S1903_C01_022M","S1903_C02_022E","S1903_C02_022M","S1903_C01_023E","S1903_C01_023M","S1903_C02_023E","S1903_C02_023M","S1903_C01_024E","S1903_C01_024M","S1903_C02_024E","S1903_C02_024M","S1903_C01_025E","S1903_C01_025M","S1903_C02_025E","S1903_C02_025M","S1903_C01_026E","S1903_C01_026M","S1903_C02_026E","S1903_C02_026M","S1903_C01_027E","S1903_C01_027M","S1903_C02_027E","S1903_C02_027M","S1903_C01_028E","S1903_C01_028M","S1903_C02_028E","S1903_C02_028M","S1903_C01_029E","S1903_C01_029M","S1903_C02_029E","S1903_C02_029M","S1903_C01_030E","S1903_C01_030M","S1903_C02_030E","S1903_C02_030M",
"0400000US12","Florida","7393262","22885","48900","200","80.4","0.1","51444","168","13.7","0.1","35722","318","0.3","0.1","43040","3126","2.2","0.1","63391","1003","0.0","0.1","52017","6749","1.9","0.1","41155","713","1.6","0.1","44898","979","19.3","0.1","41909","291","63.8","0.1","53904","208","3.0","0.1","26344","447","28.6","0.1","51901","301","38.2","0.1","57398","383","30.3","0.1","39404","180","4759855","21995","59139","295","37.8","0.2","53887","570","62.2","0.2","61655","243","72.2","0.2","71059","304","20.5","0.1","32647","270","7.3","0.1","41977","453","2633407","9800","31149","153","54.4","0.2","27517","220","46.2","0.2","24866","192","8.2","0.1","51912","649","45.6","0.2","36086","261","35.1","0.2","31150","201","10.5","0.1","55969","670","35.3","(X)","(X)","(X)","35.7","(X)","(X)","(X)","33.3","(X)","(X)","(X)",
"0400000US13","Georgia","3611706","10039","51037","182","63.0","0.1","58214","312","30.3","0.1","37887","397","0.3","0.1","36149","2507","3.1","0.1","69946","1764","0.0","0.1","35068","7635","1.9","0.1","36965","830","1.4","0.1","49443","1662","6.4","0.1","41157","558","59.0","0.1","59595","321","3.9","0.1","24593","773","35.5","0.1","53084","359","39.6","0.1","61011","374","21.0","0.1","38486","331","2443757","9641","61328","289","45.3","0.2","57178","527","54.7","0.2","64107","360","70.5","0.3","76671","397","22.5","0.2","29679","364","7.0","0.1","41069","670","1167949","5903","31611","258","54.1","0.4","27479","374","46.9","0.4","25367","330","7.2","0.2","49015","1538","45.9","0.4","36732","433","36.3","0.3","32550","542","9.6","0.2","54536","1188","34.8","(X)","(X)","(X)","35.7","(X)","(X)","(X)","31.5","(X)","(X)","(X)",
"0400000US15","Hawaii","452030","1944","71977","663","33.3","0.3","71340","1277","2.1","0.1","66009","5985","0.2","0.1","31860","6993","39.6","0.3","76774","1047","8.0","0.2","58180","2160","0.8","0.1","48967","2807","16.0","0.3","72449","1868","7.1","0.2","58504","2742","30.7","0.3","72756","1504","3.0","0.1","39474","2240","30.3","0.3","72915","1161","39.4","0.3","82810","1278","27.3","0.2","61116","1101","314721","2031","83451","675","38.4","0.5","77758","1544","61.6","0.5","87074","1001","74.7","0.5","93889","1025","17.4","0.4","52631","1622","7.9","0.3","62679","2370","137309","1950","41693","595","50.3","0.8","36942","1088","40.4","0.8","30822","826","9.9","0.5","75399","3289","49.7","0.8","47965","1581","37.8","0.8","40427","926","11.9","0.7","76775","3169","34.8","(X)","(X)","(X)","35.8","(X)","(X)","(X)","29.7","(X)","(X)","(X)",
"0400000US16","Idaho","596107","2347","49174","425","93.7","0.2","49748","467","0.5","0.1","41690","7819","1.1","0.1","37036","3464","1.1","0.1","53443","4727","0.1","0.1","42083","9870","1.9","0.1","38507","2622","1.6","0.1","39112","4073","8.2","0.2","39540","1294","87.8","0.2","50608","428","5.2","0.2","25194","1284","33.4","0.2","53078","818","37.0","0.3","59801","988","24.4","0.2","37247","642","408281","2690","59652","595","44.6","0.5","56225","1041","55.4","0.5","61817","642","79.8","0.5","66700","662","13.7","0.4","29920","1067","6.5","0.3","40063","1607","187826","2200","27918","633","52.5","0.8","24473","609","44.4","0.7","22073","503","8.1","0.5","42511","2296","47.5","0.8","32053","727","36.7","0.9","29238","1124","10.8","0.5","46229","2018","30.3","(X)","(X)","(X)","30.0","(X)","(X)","(X)","29.5","(X)","(X)","(X)",
"0400000US17","Illinois","4802124","9992","59196","236","76.2","0.1","64147","229","13.8","0.1","34404","472","0.2","0.1","41214","2652","4.4","0.1","79406","1461","0.0","0.1","61111","14123","4.0","0.1","46391","780","1.3","0.1","50093","1485","11.3","0.1","48896","474","69.3","0.1","65880","231","3.6","0.1","25913","464","33.9","0.1","64227","427","39.4","0.1","72597","409","23.2","0.1","40234","258","3122597","9734","73714","331","44.1","0.2","70492","571","55.9","0.2","75874","309","73.6","0.2","88666","342","19.3","0.2","34690","353","7.1","0.1","48789","682","1679527","6607","35106","215","53.8","0.2","30464","248","46.4","0.2","27200","231","7.5","0.1","59493","983","46.2","0.2","41029","267","36.7","0.2","36271","272","9.5","0.2","66737","912","32.9","(X)","(X)","(X)","33.9","(X)","(X)","(X)","29.9","(X)","(X)","(X)",
"0400000US18","Indiana","2513828","7023","50433","195","86.3","0.1","52934","252","9.0","0.1","31171","390","0.2","0.1","38220","3267","1.6","0.1","54282","2728","0.0","0.1","39222","12053","1.6","0.1","37565","1325","1.2","0.1","37163","1718","4.4","0.1","41281","879","83.7","0.1","53279","252","4.8","0.1","25395","582","32.6","0.1","54948","534","39.1","0.1","61231","385","23.5","0.1","37639","250","1654898","7250","62748","322","43.5","0.2","60143","568","56.5","0.2","64452","332","74.3","0.3","74526","332","18.5","0.2","29609","381","7.1","0.2","43358","931","858930","5052","29856","245","52.6","0.3","25607","255","45.0","0.3","23468","292","7.5","0.2","45958","1096","47.4","0.3","35332","365","37.4","0.3","31665","308","10.0","0.2","52204","1236","30.1","(X)","(X)","(X)","29.9","(X)","(X)","(X)","29.0","(X)","(X)","(X)",
"0400000US19","Iowa","1242641","3378","54570","300","93.4","0.1","55761","293","2.8","0.1","29802","1408","0.3","0.1","29672","5621","1.7","0.1","56508","3425","0.1","0.1","46862","8521","0.9","0.1","42258","2626","1.0","0.1","41025","3209","3.5","0.1","42082","1091","90.9","0.1","56178","289","5.9","0.1","27458","728","31.7","0.1","62191","543","37.4","0.2","67143","566","25.0","0.1","38140","356","798664","3463","69419","424","43.7","0.3","68311","817","56.3","0.3","70118","409","79.1","0.3","79468","402","14.4","0.3","30937","473","6.5","0.2","44921","1192","443977","3220","30838","244","52.2","0.4","26246","284","44.2","0.4","24132","280","8.0","0.2","44781","1802","47.8","0.4","36658","465","36.7","0.4","32426","423","11.1","0.3","55469","1343","30.3","(X)","(X)","(X)","29.5","(X)","(X)","(X)","30.3","(X)","(X)","(X)",
"0400000US20","Kansas","1115858","3981","53571","305","87.9","0.1","55565","311","5.7","0.1","33887","1272","0.8","0.1","40171","4006","2.2","0.1","61022","2696","0.0","0.1","44706","19470","1.6","0.1","41508","1607","1.8","0.1","42560","2254","7.7","0.1","41492","711","82.2","0.1","56879","333","5.9","0.1","27350","805","33.0","0.2","58604","582","37.7","0.2","66246","630","23.4","0.1","39678","405","729881","3702","68231","457","45.2","0.3","65405","738","54.8","0.3","70202","499","77.7","0.3","78860","495","15.5","0.3","31760","549","6.7","0.2","44262","1467","385977","2932","30805","305","52.9","0.5","27183","405","45.3","0.5","25217","391","7.6","0.3","46769","1672","47.1","0.5","35142","590","38.1","0.5","31902","408","9.0","0.3","51638","1869","29.0","(X)","(X)","(X)","29.0","(X)","(X)","(X)","27.7","(X)","(X)","(X)",
"0400000US21","Kentucky","1718217","4613","44811","312","89.2","0.1","46402","318","7.8","0.1","30418","601","0.2","0.1","32357","6108","1.0","0.1","61215","1769","0.0","0.1","41681","17440","0.5","0.1","34057","2732","1.1","0.1","38109","2527","2.2","0.1","35995","1192","87.7","0.1","46561","319","4.7","0.1","24765","721","31.6","0.1","51584","464","39.6","0.1","52303","467","24.1","0.1","33859","307","1136651","5229","56522","426","41.6","0.3","54426","702","58.4","0.3","57727","441","73.3","0.3","68668","478","19.4","0.3","25937","366","7.3","0.2","37790","1015","581566","4327","25668","260","53.6","0.4","22478","287","46.3","0.4","20446","279","7.3","0.2","42204","1585","46.4","0.4","30334","401","37.3","0.4","26325","419","9.1","0.2","48494","1315","30.5","(X)","(X)","(X)","30.7","(X)","(X)","(X)","29.0","(X)","(X)","(X)",
"0400000US22","Louisiana","1731398","5025","45652","316","65.9","0.1","55752","491","30.2","0.1","28095","394","0.5","0.1","41929","4295","1.4","0.1","54579","3828","0.0","0.1","62857","19445","0.9","0.1","38721","2155","1.1","0.1","39748","2122","3.8","0.1","43286","1780","63.2","0.1","56299","495","4.4","0.1","22514","761","33.5","0.1","51402","516","39.0","0.2","54028","561","23.1","0.1","32937","413","1122841","5569","58068","624","43.0","0.3","54580","920","57.0","0.3","60059","526","66.8","0.4","76846","614","25.2","0.3","25708","365","8.0","0.2","43885","1424","608557","4047","26350","242","52.3","0.4","21936","244","45.7","0.4","20144","268","6.6","0.2","42771","1554","47.7","0.4","32285","374","38.7","0.4","29562","715","9.0","0.3","51024","1326","35.8","(X)","(X)","(X)","36.9","(X)","(X)","(X)","32.0","(X)","(X)","(X)",
"0400000US23","Maine","551109","1988","50826","425","96.4","0.1","51269","424","0.8","0.1","27794","5516","0.6","0.1","27579","5485","0.8","0.1","53723","6337","0.0","0.1","-","**","0.1","0.1","54205","14366","1.3","0.1","38541","3083","1.0","0.1","43099","3448","95.6","0.1","51335","421","3.0","0.2","30234","1562","27.3","0.2","56873","1215","42.4","0.2","60550","829","27.4","0.2","36246","576","345631","2533","64294","600","37.8","0.4","60573","1239","62.2","0.4","65991","734","77.8","0.5","74059","682","15.0","0.4","31397","832","7.1","0.3","40083","1521","205478","2304","29166","565","55.0","0.6","25849","586","44.9","0.5","21963","481","10.1","0.4","53010","2166","45.0","0.6","33276","723","33.7","0.6","27396","693","11.3","0.5","58079","2269","26.5","(X)","(X)","(X)","26.1","(X)","(X)","(X)","25.6","(X)","(X)","(X)",
"0400000US24","Maryland","2177492","5012","76067","423","61.1","0.1","84817","546","29.2","0.1","60593","516","0.3","0.1","59889","7769","5.2","0.1","96981","2055","0.0","0.1","71841","11846","2.3","0.1","60477","1348","1.9","0.1","71617","2319","6.2","0.1","64560","1051","57.7","0.1","85808","483","2.5","0.1","34730","1415","32.6","0.1","79015","695","42.0","0.1","92228","646","22.9","0.1","52626","499","1455962","5735","92049","507","43.7","0.2","89230","1007","56.3","0.2","93925","626","71.3","0.3","111275","529","21.4","0.3","49348","698","7.3","0.2","61325","1001","721530","4640","46978","450","56.3","0.3","41906","463","47.9","0.4","37192","493","8.5","0.2","78126","2056","43.7","0.3","53694","759","33.7","0.3","46974","706","10.0","0.3","84756","1934","33.4","(X)","(X)","(X)","34.0","(X)","(X)","(X)","30.2","(X)","(X)","(X)",
"0400000US25","Massachusetts","2558889","5087","70954","343","83.1","0.1","75387","356","6.3","0.1","44117","1261","0.2","0.1","37917","5422","5.1","0.1","82020","1635","0.0","0.1","71607","26213","3.4","0.1","35169","1149","1.8","0.1","52864","2202","8.5","0.1","37100","808","78.7","0.1","77261","369","2.7","0.1","32321","845","31.6","0.1","80263","564","41.2","0.1","87533","752","24.5","0.1","42707","444","1627194","6258","90180","514","43.2","0.2","91767","767","56.8","0.2","89036","643","73.8","0.3","108698","580","19.6","0.2","40004","669","6.6","0.2","57815","1514","931695","5323","40726","331","55.8","0.3","34943","466","45.8","0.3","28891","523","10.0","0.2","79984","1654","44.2","0.3","48850","774","32.8","0.3","39014","841","11.3","0.2","85509","1575","33.9","(X)","(X)","(X)","34.7","(X)","(X)","(X)","31.1","(X)","(X)","(X)",
"0400000US26","Michigan","3860394","7938","50803","162","81.5","0.1","54331","207","13.4","0.1","30732","351","0.5","0.1","39926","1904","2.3","0.1","76370","1799","0.0","0.1","47076","9758","0.8","0.1","38461","1739","1.6","0.1","38157","1551","3.3","0.1","41318","804","79.2","0.1","54670","209","4.1","0.1","24485","579","29.9","0.1","55091","398","40.7","0.1","61880","262","25.3","0.1","39030","199","2498193","7630","63958","250","41.4","0.2","61969","413","58.6","0.2","65081","254","73.4","0.2","77110","253","19.5","0.2","30065","308","7.1","0.1","42624","669","1362201","4972","30261","145","52.6","0.3","26441","166","45.0","0.3","24372","188","7.6","0.1","46992","1054","47.4","0.3","35118","314","37.6","0.3","31291","244","9.8","0.2","53074","763","31.0","(X)","(X)","(X)","31.1","(X)","(X)","(X)","29.6","(X)","(X)","(X)",
"0400000US27","Minnesota","2135310","5896","63217","225","88.8","0.1","65864","252","4.7","0.1","30703","721","0.9","0.1","34863","1429","3.2","0.1","69647","1469","0.0","0.1","52500","31218","1.0","0.1","41103","1487","1.4","0.1","49564","1915","3.2","0.1","44000","1349","86.8","0.1","66399","254","4.3","0.1","31575","611","33.4","0.1","71297","482","39.3","0.1","77486","482","22.9","0.1","41101","314","1380760","5397","79595","358","44.8","0.2","80293","566","55.2","0.2","79106","348","78.8","0.3","91007","324","14.6","0.2","36411","490","6.6","0.1","51048","734","754550","3946","36468","281","52.6","0.3","31565","304","43.7","0.3","27431","264","8.9","0.2","62766","1364","47.4","0.3","41879","377","36.4","0.3","35977","397","11.0","0.2","69378","1048","26.6","(X)","(X)","(X)","26.2","(X)","(X)","(X)","26.0","(X)","(X)","(X)",
"0400000US28","Mississippi","1098803","3985","40528","258","62.1","0.2","50276","397","35.4","0.2","27174","379","0.4","0.1","32003","4293","0.8","0.1","53833","4065","0.0","0.1","42000","32493","0.6","0.1","35596","7404","0.7","0.1","35956","2514","1.9","0.1","37891","2662","60.9","0.2","50525","390","3.8","0.1","22097","1006","32.1","0.2","44609","688","39.2","0.2","46729","629","24.8","0.1","31321","482","746858","4272","50592","384","41.9","0.4","45608","800","58.1","0.4","53218","567","65.7","0.4","66340","628","27.0","0.3","24133","430","7.4","0.2","38614","1324","351945","3256","22204","268","53.8","0.5","19575","341","48.3","0.5","18252","345","5.5","0.3","36820","1411","46.2","0.5","26493","509","38.6","0.5","24118","761","7.6","0.3","42193","1460","34.7","(X)","(X)","(X)","35.9","(X)","(X)","(X)","30.3","(X)","(X)","(X)",
"0400000US29","Missouri","2372362","6141","49593","259","84.6","0.1","52248","228","11.2","0.1","32923","594","0.4","0.1","34171","3841","1.5","0.1","62232","2448","0.1","0.1","42679","15653","0.8","0.1","32539","1914","1.4","0.1","38656","1533","2.7","0.1","40566","1044","82.9","0.1","52421","243","4.7","0.1","24947","685","32.0","0.1","55312","505","38.6","0.1","59638","544","24.7","0.1","36862","270","1529363","5965","62285","318","42.3","0.2","60292","507","57.7","0.2","63674","426","74.6","0.3","74004","333","18.6","0.2","30746","300","6.8","0.2","41514","787","842999","5268","29452","281","53.9","0.3","25851","252","46.1","0.3","23509","247","7.8","0.2","46747","1122","46.1","0.3","34051","572","36.3","0.3","30402","355","9.8","0.2","51743","915","31.1","(X)","(X)","(X)","31.5","(X)","(X)","(X)","29.0","(X)","(X)","(X)",
"0400000US30","Montana","412653","1666","48380","532","92.4","0.2","49939","507","0.3","0.1","28863","3509","4.5","0.1","29837","1396","0.6","0.1","50125","7039","0.0","0.1","-","**","0.3","0.1","37445","7921","1.8","0.1","39232","2739","2.3","0.1","37045","2312","90.8","0.2","50176","474","5.3","0.2","27191","1266","29.4","0.3","55197","851","39.2","0.3","56992","1101","26.0","0.2","36956","632","256737","2035","63214","627","40.3","0.5","62044","1312","59.7","0.5","63900","824","79.4","0.5","71539","620","13.6","0.4","29251","1315","7.0","0.3","43273","2417","155916","2034","28320","656","50.2","0.7","24914","604","41.7","0.7","22159","467","8.5","0.5","42717","2584","49.8","0.7","32270","721","39.1","0.7","28455","1054","10.7","0.6","49647","3564","31.6","(X)","(X)","(X)","31.5","(X)","(X)","(X)","30.3","(X)","(X)","(X)",
"0400000US31","Nebraska","741581","2349","54384","314","90.7","0.2","56509","361","4.4","0.1","30577","1305","0.7","0.1","29603","3680","1.6","0.1","49595","3312","0.1","0.1","45532","9946","1.3","0.1","42700","2573","1.2","0.1","39971","3211","6.7","0.1","41429","1143","85.7","0.2","57723","430","6.2","0.1","28598","1044","33.8","0.2","59886","719","36.7","0.2","67947","689","23.3","0.1","38712","531","478683","2427","69207","520","45.4","0.3","66851","833","54.6","0.3","70936","663","78.1","0.4","79938","601","15.5","0.3","32010","682","6.3","0.2","46570","1520","262898","2050","31490","317","51.4","0.5","26763","425","43.9","0.5","24475","398","7.4","0.3","48035","1852","48.6","0.5","36970","520","38.1","0.4","32352","565","10.6","0.4","57982","1759","28.6","(X)","(X)","(X)","28.4","(X)","(X)","(X)","27.8","(X)","(X)","(X)",
"0400000US32","Nevada","1030701","3828","53094","378","73.6","0.2","56156","437","8.5","0.1","37435","1081","1.1","0.1","41468","2739","6.9","0.1","61775","996","0.5","0.1","45986","3705","6.6","0.2","42392","975","2.8","0.1","51684","1761","20.3","0.2","44672","726","61.0","0.2","58739","530","3.6","0.1","32111","907","35.2","0.2","55131","630","38.3","0.2","61355","668","22.9","0.1","42453","513","658692","3844","62528","536","44.1","0.3","55184","874","55.9","0.3","67810","614","70.1","0.4","74341","648","20.4","0.3","35986","824","9.6","0.3","47335","1260","372009","2788","35259","392","47.3","0.5","31064","466","38.3","0.4","27093","430","9.0","0.3","54279","2300","52.7","0.5","39787","878","40.0","0.6","33851","705","12.7","0.4","61098","1550","33.6","(X)","(X)","(X)","34.4","(X)","(X)","(X)","30.3","(X)","(X)","(X)",
"0400000US33","New Hampshire","521373","2113","68485","579","95.3","0.2","68819","558","1.0","0.1","50362","5908","0.2","0.1","48036","4890","2.0","0.1","77799","4628","0.0","0.1","121250","55783","0.4","0.1","45922","7151","1.1","0.1","49596","6837","2.2","0.1","50354","3136","93.6","0.2","69139","567","3.1","0.1","35672","2718","28.3","0.2","75233","1202","44.2","0.2","82900","830","24.3","0.2","45599","719","346476","2758","83709","703","39.8","0.4","83716","1397","60.2","0.4","83704","782","79.0","0.5","94876","862","14.5","0.4","41428","1147","6.5","0.3","53762","2822","174897","2379","38783","738","52.2","0.8","32718","929","41.9","0.7","27699","765","10.2","0.5","66727","2334","47.8","0.8","45346","1107","34.6","0.8","37993","1127","13.2","0.5","70540","2087","28.3","(X)","(X)","(X)","28.2","(X)","(X)","(X)","26.6","(X)","(X)","(X)",
"0400000US34","New Jersey","3195014","6205","73702","377","72.1","0.1","79683","460","13.2","0.1","47299","633","0.2","0.1","41793","4409","7.9","0.1","106785","1297","0.0","0.1","55592","21745","5.1","0.1","44841","947","1.6","0.1","60099","2633","15.4","0.1","49939","610","62.7","0.1","83969","433","1.7","0.1","33775","1440","31.1","0.1","79431","752","42.6","0.1","90790","595","24.6","0.1","47236","378","2213123","7256","90757","502","44.5","0.2","91369","762","55.5","0.2","90310","526","73.7","0.3","109338","569","19.3","0.2","43144","556","7.0","0.2","58484","1225","981891","5520","40569","312","56.1","0.3","34266","496","49.1","0.3","30236","331","7.0","0.2","79391","1637","43.9","0.3","49929","600","34.7","0.3","42013","433","9.2","0.2","85133","1809","35.4","(X)","(X)","(X)","36.2","(X)","(X)","(X)","31.7","(X)","(X)","(X)",
"0400000US35","New Mexico","762551","2748","45674","350","78.1","0.3","48712","450","1.9","0.1","41306","1659","6.9","0.1","31377","825","1.2","0.1","60458","3831","0.1","0.1","45949","5339","9.5","0.3","34196","957","2.3","0.1","44445","2809","40.9","0.2","37961","636","48.3","0.2","55647","714","4.4","0.2","24992","1110","30.5","0.2","47567","891","38.8","0.2","54098","722","26.2","0.2","37792","682","490155","3521","55900","505","42.4","0.4","47959","940","57.6","0.4","61518","798","69.7","0.4","69765","745","21.8","0.4","28293","738","8.6","0.3","40884","1438","272396","3491","28148","608","51.7","0.6","25443","567","44.5","0.6","23084","554","7.2","0.4","46666","3440","48.3","0.6","31598","539","38.9","0.7","27213","620","9.4","0.4","53370","3469","30.9","(X)","(X)","(X)","32.1","(X)","(X)","(X)","27.1","(X)","(X)","(X)",
"0400000US36","New York","7266187","12415","60741","209","69.3","0.1","67994","301","14.7","0.1","42483","386","0.4","0.1","39230","2458","6.8","0.1","65353","860","0.0","0.1","46514","14630","6.8","0.1","36771","446","1.9","0.1","51650","1116","15.0","0.1","41715","335","62.7","0.1","70083","284","2.7","0.1","29884","733","32.1","0.1","67678","516","40.8","0.1","72292","367","24.3","0.1","40369","220","4611982","12995","74036","350","42.8","0.2","69354","713","57.2","0.2","76881","322","69.3","0.2","92514","421","22.9","0.2","37573","358","7.9","0.1","51811","477","2654205","8057","37716","272","55.2","0.2","32450","209","46.8","0.2","27957","249","8.4","0.1","74312","1092","44.8","0.2","44404","441","34.7","0.2","37155","303","10.1","0.1","77593","1179","37.5","(X)","(X)","(X)","39.5","(X)","(X)","(X)","32.3","(X)","(X)","(X)",
"0400000US37","North Carolina","3815392","9701","48256","229","72.6","0.1","53464","252","20.9","0.1","34040","295","1.1","0.1","34176","1715","2.0","0.1","72173","1985","0.1","0.1","38373","9014","1.9","0.1","33945","945","1.4","0.1","41801","1451","5.9","0.1","36103","547","69.1","0.1","54485","267","4.1","0.1","25728","500","33.2","0.1","51764","308","38.8","0.1","57243","435","23.9","0.1","36870","271","2515338","10098","59667","337","42.8","0.2","55808","527","57.2","0.2","61737","297","72.9","0.2","73349","380","20.4","0.2","29067","320","6.7","0.1","37650","685","1300054","5474","29633","257","55.1","0.3","26268","256","47.5","0.3","23912","271","7.6","0.2","47131","881","44.9","0.3","33465","446","35.4","0.2","30102","266","9.5","0.2","52420","868","30.6","(X)","(X)","(X)","31.3","(X)","(X)","(X)","28.1","(X)","(X)","(X)",
"0400000US38","North Dakota","305163","1843","59114","853","91.5","0.2","61387","681","1.7","0.1","28474","2768","3.7","0.1","33122","3256","1.0","0.1","53884","19134","0.0","0.1","-","**","0.5","0.1","57701","8159","1.5","0.1","44670","5525","2.1","0.2","44449","4086","90.1","0.2","61734","678","9.4","0.3","33752","2611","33.5","0.3","69045","1565","35.0","0.3","75181","1095","22.1","0.2","38102","894","183466","1680","77277","1026","43.8","0.5","75818","1739","56.2","0.5","78247","1205","80.1","0.6","86919","954","12.8","0.5","33335","1810","7.1","0.5","51166","2434","121697","1768","35176","664","45.7","0.9","28693","727","37.6","0.8","25176","671","8.2","0.6","56578","3547","54.3","0.9","42195","837","40.8","0.8","36565","974","13.4","0.7","64975","2534","30.5","(X)","(X)","(X)","30.1","(X)","(X)","(X)","30.1","(X)","(X)","(X)",
"0400000US39","Ohio","4601449","10577","50674","157","83.8","0.1","54249","199","12.3","0.1","29033","312","0.2","0.1","32415","2754","1.6","0.1","69184","1958","0.0","0.1","37250","17968","0.6","0.1","36044","1577","1.4","0.1","36628","1099","2.5","0.1","39300","1124","82.2","0.1","54490","195","4.2","0.1","23937","449","31.2","0.1","55894","414","39.8","0.1","61986","339","24.9","0.1","37186","224","2940153","10034","64433","289","42.1","0.2","61870","507","57.9","0.2","65920","273","72.8","0.2","78321","313","20.0","0.2","29371","340","7.2","0.1","43352","698","1661296","5688","29947","178","53.3","0.2","26165","210","45.9","0.2","23845","210","7.4","0.1","50232","963","46.7","0.2","34625","328","37.4","0.2","30756","200","9.3","0.1","56126","972","29.7","(X)","(X)","(X)","30.1","(X)","(X)","(X)","27.8","(X)","(X)","(X)",
"0400000US40","Oklahoma","1461500","3382","48038","247","77.3","0.1","51237","217","7.3","0.1","31200","615","6.4","0.1","39761","768","1.6","0.1","54937","2110","0.1","0.1","43429","3433","1.9","0.1","38126","1549","5.5","0.1","42795","936","6.5","0.1","39624","876","73.3","0.1","51916","215","5.6","0.1","26993","536","33.2","0.1","52500","440","37.0","0.1","57316","401","24.2","0.1","36977","340","967783","3592","59742","358","43.6","0.2","54542","618","56.4","0.2","62895","358","73.6","0.3","70973","349","18.6","0.2","28196","505","7.7","0.1","42375","619","493717","3500","28082","275","52.3","0.3","24628","303","45.3","0.3","22476","248","7.0","0.2","44961","1232","47.7","0.3","32446","368","38.1","0.3","29541","444","9.6","0.2","51718","1474","33.2","(X)","(X)","(X)","33.5","(X)","(X)","(X)","31.0","(X)","(X)","(X)",
"0400000US41","Oregon","1545745","4059","53270","327","88.8","0.1","54119","344","1.6","0.1","32062","2808","1.0","0.1","36781","3150","3.4","0.1","68694","2131","0.3","0.1","40333","6409","2.0","0.1","42017","1406","2.9","0.1","46226","1672","8.0","0.1","42311","1020","83.5","0.1","55125","358","4.2","0.1","26100","776","32.4","0.1","58738","707","37.8","0.2","63749","611","25.5","0.1","40652","443","979610","4721","65479","463","41.8","0.3","61424","693","58.2","0.3","67972","546","76.4","0.3","76663","502","16.7","0.3","31340","557","7.0","0.2","44648","1174","566135","3421","32825","378","53.8","0.4","30071","361","42.7","0.4","26066","308","11.2","0.3","52296","1104","46.2","0.4","36852","609","33.2","0.4","30650","594","13.0","0.3","56151","1519","27.3","(X)","(X)","(X)","26.9","(X)","(X)","(X)","26.1","(X)","(X)","(X)",
"0400000US42","Pennsylvania","4961929","11212","54895","185","84.7","0.1","58461","213","10.0","0.1","33645","507","0.2","0.1","35101","4144","2.5","0.1","66318","1500","0.0","0.1","38094","9408","1.4","0.1","32053","882","1.2","0.1","40922","1108","4.7","0.1","35607","623","82.0","0.1","59238","219","3.0","0.1","25891","490","29.7","0.1","62292","330","40.5","0.1","67898","402","26.7","0.1","37174","178","3195577","11183","69960","279","39.8","0.2","70063","436","60.2","0.2","69903","304","74.6","0.2","82969","270","18.5","0.2","33999","300","6.9","0.1","47816","640","1766352","5843","31235","161","54.7","0.2","26591","183","47.1","0.2","24056","170","7.5","0.1","56324","851","45.3","0.2","37702","390","35.9","0.2","32843","359","9.4","0.1","62695","938","32.4","(X)","(X)","(X)","32.6","(X)","(X)","(X)","30.8","(X)","(X)","(X)",
